Name,Country,Rating,Pos_Review,Neg_Review
Jonathan,Thụy Sỹ,10,Le meilleur équipement que nous ayons trouvé. Le mobilier sobre et de qualité. Sanitaires d'une propreté exceptionnelle. L'emplacement calme et accueillant.,
Jean,Pháp,10,Alex help me a lot,
Marika,Nhật Bản,9,今日で３泊して、もい一泊しますが、ホテルで働いてるAlex君がとても良く面倒見てくれて有り難かったです。,ちょっと掃除をもっと丁寧に
Kingofworld,Đức,10,"Großes, sauberes Zimmer. Nettes und enthusiastisches Personal. Vielen Dank, Herr Alex, dass Sie mir geholfen haben",
Alessia,Ý,9,Camera molto grande e pulita . Personale Gentile,
Sharaf,Bahrain,10,ساعدني فريق خدمة العملاء الجيد Phuoc كثيرًا,نحن لا نحب الإفطار كثيرا
Danger/vu,Pháp,9,"Propreté 
Bien placé 
Personnel très gentil",
Sangil,Hàn Quốc,7,가격대비 보통이었습니다,"관광객들이 많은데, 엘리베이터가 너무 좁습니다. 2박 숙박동안 5번 정도 계단을 이용했던것 같습니다.
조식 식당은 좁고, 사람이 많아 관리가 잘 되지 않았습니다.
에어컨도 틀어주지 않아 굉장히 더웠습니다."
Dudant,Pháp,7,La propreté,"Petit déjeuner pas a mon goût j ai mangé quelques croutons de pain du beurre et 1 demi banane. Pas de chocolat chaud, pas de jus de fruit, pas de pancake propse comme dans d autres hotels."
Jimmi,Thụy Điển,7,Personalen var otroligt trevlig och tillmötesgående. Frågade ständigt om vi var nöjda och om de kunde göra något. Lätt att hitta till frukost och till rummet.,"Slitet gammalt hotell med kanske lite för hög rating än vad det egentligen skall ha. Låg precis bredvid mycket trafikerad väg så ljudet hördes in, visste dock det!"
Sami,Thụy Sỹ,6,,Petit déjeuner
Bastian,Úc,7,La ubicación,"Creo que fue 4 estrellas en algún momento, más no lo parece en la actualidad"
Kai,Đức,4,Das Zimmer war schick,"Das Hotel liegt direkt an einer riesigen Kreuzung und man konnte man nur mit Ohrstöpseln schlafen 

Wenig Früchte beim Frühstück"
Laura,Đức,7,Die Lage war wirklich super. Wir konnten alles fußläufig machen. Das Personal war sehr freundlich.,Das Zimmer was sehr hellhörig und der Lärm von der Straße war gut zu hören. In der Nacht war es dann aber auf der Straße ruhiger und wir konnten gut schlafen.
Yui,Nhật Bản,7,"お湯がしっかり出た。
場所が分かりやすくホテルのサインが大きかったためGrabも迷わず辿り着ける。
毎日タオルを交換してくれる。","スイートを予約したのに支払いを終えて部屋に行ったら普通の部屋になっていた。
レセプションに言いに行くと、「スイートには変えるが2ベッドは出来ない」と言われた。（予約段階で2シングルで予約済み）
結局エクストラベッドを入れてもらうが大変硬いベッドな上不安定で、父が夜中に寝返りを打ったらベッド毎横転した。
雨の日に部屋で雨漏りして床とソファーがびたびたになった。天井に穴が空いていた。
5泊したがシーツは1度も交換してもらえなかった。
レセプションスタッフも英語が1人を除いてあまり得意ではない。
朝食に実は目玉焼きやオムレツなど選んで注文出来るのだが3日目まで聞かれず知らなかった。3日目に男性のマネージャーみたいな人が「卵はどうしますか？」と聞いてくれて初めて知った。
4日目もいつものおばさまだけで聞いてもらえなかったので「卵が欲しい」と自分から言うと「うん」と言われ調理してくれた。"
Khanh,Việt Nam,7,,"La chambre donne sur deux rues , on a l impression de dormir dehors"
Jindrich,Cộng hoà Séc,7,Velice ochotný personal. Pomohl vyměnit pokoj ze kterého byla slyšet ulice a provoz.,Snídaně velice jednoduchá a skromna. Na internetu hotel prezentován i ba fotkách jako 4hvezdickovy ale dosáhl max na 2.
Sarahbruy,Đức,7,"Super Lage, sehr großes Zimmer und gutes Frühstück (Pho)",Zimmer etwas abgewohnt
Yuuka,Nhật Bản,1,,全て良くなかったです。外観と写真だけ綺麗に見えますが、ホテルの中は清掃も行き届いておらず初日に関わらずバスルームには髪の毛が残っていました。建物自体も古く全く違うものと見てください。完全に2つ星、もしくは1つ星です。シティービューはずっと交通音と爆音が聞こえます。シティー生活を肌で楽しんで感じたい方にはおすすめです。私は寝る時にイヤホン必須でした。スタッフの方も特に丁寧さもなく挨拶もなくという感じです。干渉されたくないかたにはピッタリです。そしてこのホテルは名前を以前のホテル名と変えているのかGrabのアプリには一切出て来ません。近くに似たような名前のホテルがいくつかあるのでご注意ください。朝食もほぼ毎日同じでそんなに美味しくないのでどこかで食べた方がいいと思います。
Liza,Hà Lan,5,prettig personeel,drukke locatie en een beetje gedateerd.
Eriko,Nhật Bản,5,"観光地から30分もかからず歩いて行けます！
そして朝食付きです。","シャワーが水しか出ません。シャワールームが故障しているだけかもしれませんが、そこは残念です。

宿泊施設の悪いところではありませんが、ホテルの目の前に公園があり、夜中の12:00過ぎくらいまで大音量で音楽を流していることがあるので中々深く眠れないかもしれません。"
Stephanie,Đức,7,"Großes Zimmer, sehr zentral","Straßenlärm war sehr gut zu hören, Hotel ist etwas in die Jahre gekommen"
Mads,Đan Mạch,1,Sengen var fin at ligge i og lokationen var god.,"Der var dårlig service på hotellet og faciliteterne var forfærdelige. På vores værelse var der hul i væggen og hul i gulvet, selvom hotellet har 4 stjerner. Derudover, så er der så dårlig isolering at det lyder som om, at du sover udenfor på gaden.
Hotellet forstår ikke noget og lader dig vente i lang tid uden at svare på din spørgsmål. Det er frustrerende at de ikke kan/vil hjælpe.
Det eneste gode på dette hotel er lokationen, resten kan du få meget bedre andre steder og billigere."
,Ý,8,La camera. Spaziosa e pulita,"La colazione. Auspicabile una migliore varietà di pane, marmellate, yogurt ecc"
,Cộng hoà Séc,10,dobry snidane,
Yadira,Mỹ,10,"Astoria Hotel is an ideal place to stay if you want to explore traditional Hanoi in comfort. The rooms are neat and tidy, and the staff are approachable and kind.",
Ethel,Mỹ,10,"The room was simply decorated but cozy, clean, and very comfortable. There are many traditional breakfast places around the hotel, making it easy to enjoy delicious local cuisine every morning.",
Ila,Pháp,10,"I felt very safe and peaceful staying at Astoria Hotel, even though it’s located right in the heart of the bustling city. The staff were professional and always ready to assist whenever needed.",
Hayden,Úc,10,"Staying at Astoria Hotel allowed me to truly feel the warmth and professionalism of the staff. I loved being able to explore the Old Quarter on foot from the hotel, with so many great dining spots, cafés, and craft shops just around the corner.",
Paige,Úc,10,"The room was clean and well-designed, creating a very comfortable atmosphere. The nearby breakfast places also impressed me with their quality and reasonable prices.",
John,Vương Quốc Anh,10,"Great service, stylish rooms, and super friendly staff who made my stay really special. Loved the modern vibe and top-notch amenities.",
Robert,Mỹ,10,"A lovely, affordable place to stay right in the center of Hanoi — just minutes from the lively Hoan Kiem Lake district",
Nate,Úc,10,Location is perfect in the Old Quarter and so easy to see all the sites. And the staff helped us with everything including a bus from Ha Long Bay back to Hanoi when we were in need.,
Tristan,Úc,10,"The staff was professional and polite, and the room was well-designed and clean. The amenities were great. It was a great place to unwind after a long day.",
Angelina,Úc,10,"We loved everything, it was in a perfect location to walk to everything and the staff were so friendly! The room was clean, had great water pressure and hot water, comfy bed and complimentary waters.",
Caleb,Úc,10,"The staff were amazing, they were so helpful, organised all our trips and were always there to answer questions. Comfortable beds and working AC! Great location only a few mins from Hoan Kiem Lake. When you book online, message the property directly and Gem and the staff will help you with anything you need from activities or just general questions",
Courtney,Vương Quốc Anh,10,The staff were also very helpful in suggesting things to do and see. They were also very helpful in responding to our unscheduled needs when our flights were changed by an extra day,
Libby,Vương Quốc Anh,10,"This hotel is perfectly placed within the old quarter Hanoi, all areas very accessible by foot. The hotel staff here are exceptional, it is a very well run hotel with Tala on main reception pulling the strings. She made contact prior to our arrival and also was happy to make recommendations to us during our stay.",
Eloise,Vương Quốc Anh,10,We had a trip 2 week in Vietnam and stayed in this hotel 3 times. Loved the ambiance and room design. Breakfast was small in space but full in flavor.,
Eliza,Úc,10,I really appreciated Sofia’s assistance—she helped us book a day trip easily and affordably. We had some trouble with our visa to Thailand so we extended our stay 1 more week.,
Brandon,Vương Quốc Anh,10,"We stayed in a family room with a balcony where we could relax with a cup of coffee. The staff is AMAZING, and the wonderful woman (I think the hotel owner) at the front desk was so friendly and suggested many great restaurants. Another front desk staff member was excellent and helped us plan two guided tours to the Ha Giang Loop and Ninh Binh.
The hotel is clean, tidy, modern, and unique, located in a perfect spot. It's not overly luxurious, but exactly what you need. I would recommend it to my friends and will definitely come back.",
Gemma,Úc,10,"One memorable experience was when I left my sunglasses in the airport transfer car I had booked through the hotel. In short, they have excellent communication skills and a great attitude, which helped them return the sunglasses to me at the new hotel I was staying at afterward. Well done, Vietnam!",
Rebecca,Mỹ,10,Hotel is very close to everything in the Old Quarter.,
Brenda,Mỹ,10,"The room is clean and well-equipped, providing me with a comfortable and peaceful stay.",
Niamh,Vương Quốc Anh,10,"In particular, the check-in process was very quick and easy. When I arrived, the front desk took just a few minutes to complete the procedure, without the long waiting times that you often experience at other places. This saved me time and allowed me to start enjoying my vacation right away. I really appreciate the professionalism and friendliness of the front desk team here, who always make everything comfortable and convenient.",
Maisie,Vương Quốc Anh,10,"It's probably one of the best hotels I've stayed at in terms of service. The staff is very friendly and helpful. I got food poisoning from somewhere else, and the staff helped me get what I needed from the pharmacy late at night. I truly appreciate that. Thank you! The bed is very comfortable, the shower has great water pressure, and the room is spacious. I highly recommend this place. The location is also fantastic, as it's right in the heart of the Old Quarter. Thank you for giving me such a wonderful stay!",
Georgina,Vương Quốc Anh,10,"The rooms are spacious, the bed is huge, and the bathroom is very clean. Unfortunately, the weather wasn’t great during our stay, but overall, Hanoi is still beautiful in its own way. The rainy weather made it perfect for enjoying a bowl of ""chao quay"" at the end of Ngo Huyen Street, just 30 meters from the hotel—delicious and warm. I can’t say enough good things about this place—the staff is very friendly, and the location is fantastic, just a 10-minute walk to the night market.",
Maisie,Vương Quốc Anh,10,"The free Wi-Fi at Astoria Hotel & Travel is quite stable and fast, and I didn’t experience any connectivity issues during my stay. In particular, I was able to work online and enjoy entertainment without interruptions, which is very important for me when traveling on business.",
Samantha,Úc,10,"The room is spacious, and it's just a few minutes' walk to Hoan Kiem Lake, the night market, and souvenir shops. There's a convenience store at the corner of the street. The staff and service are excellent.",
Reale,Canada,10,"We were looking for a clean, budget accommodation with a good location and this delivered! I was worried about there being so many fake reviews for accommodation in Hanoi but this place looks like the pictures, was clean, affordable, in a great location (we walked everywhere we wanted to go!), and staff were accommodating (even staying up late to ensure we could check in after our flight into Hanoi late at night)! Would definitely recommend.",
Rosie,Vương Quốc Anh,10,"Great location, quiet rooms, delicious breakfast, and super friendly staff. I’d definitely stay here again on my next business trip!",
Thomas,Pháp,10,"Room was clean, there was everything for us to have a good stay",Nothing
William,Úc,10,"Hanoi's best friendly hotelier, Jacob, is in this hotel. Hotel location is the best! There are lots of food to eat nearby. The room is clean and soundproof. I used a filter in the shower and it was really clean. If you're going to Hanoi, don't hesitate to choose this hotel.",
Clifford,Mỹ,10,"The frontage is quite small but in return the room is very large, close to famous eating places. Enthusiastic staff, especially Tala and Jacob",
Valerie,Mỹ,10,The staff were very friendly and helpful with anything we needed. Our room was exactly as shown in the photos. The windows and small balcony doors were really cozy,
Wayne,Mỹ,10,Easy walking to all the things we wanted to see and do. The staff are very helpful and when we mentioned the noise from another room was too loud they gave us a small discount (even though we hadn’t complained at the time). They booked a car to the airport for us that was cheaper than grab.,
Isabella,Úc,10,"The staff was incredibly friendly and willing to help with anything and everything. The location is great, right in the centre of the old city with access to multiple shops and restaurants",
Marian,Mỹ,10,The location is very close to everything. You can walk and you will be in the city center in 5 to 7 min. The staff was very helpful and friendly. They fulfill every need that I have. I also did laundry. It was very quick and cheap.,
Lois,Mỹ,10,"We preferred hotel only, no BF as there is plenty of Vietnamese and other food choice around. Room was very specious with two large and good beds. Cleanliness of room and bathroom was very good, and everything worked. Room has a small balcony and lots of daylight. The hotel is just a few paces from the Hoang Kien Lake and the old town. The street in front of the hotel can get very busy especially during weekends when the road around the lake is closed for people to enjoy the traffic free area - which is great! The street is then used as a bypass. In general, Hanoi in this area is very busy! Noise dies down after midnight. The owner/ manager and other staff of the hotel were very accommodating and friendly, their English was enough to communicate.",
Shawn,Mỹ,10,"The staff were very helpful and recommended places to eat and helped me book my bus. Room was spacious and comfortable and I slept very well, great value. I would stay again.",
Archer,Úc,10,Staff really helpful and answered a lot of questions that I had. Helped us book trips and then helped sort out issues when the tour company had problems. Jacob really went above and beyond to help us and we are very grateful.,
Rose,Úc,10,"The hotel is in a central location and walking distance to many places, restaurants etc. They can also help to arrange tours to Halong Bay, etc The room size was meidum, with small window, but for the price paid it was not bad. Mini fridge in the room so you can have cold water or other food.",
Caleb,Úc,10,I booked two nights and was very satisfied with my stay. This hotel was fantastic for a short break.,
Nelson,Mỹ,10,"The hotel had everything I needed, from a comfy room to helpful staff. The hotel was well located, close to restaurants and shopping areas.",
Thomas,Mỹ,10,"The hotel was clean, stylish, and comfortable. The service was impeccable. The hotel's central location made it easy to explore nearby attractions.",
Tom,Vương Quốc Anh,10,"The rooms were cozy and the amenities were great. The location was perfect for exploring the city, and I loved the easy access to public transportation. The staff were friendly and efficient, making my stay hassle-free.",
Demi,Vương Quốc Anh,10,"The hotel itself was beautiful, with elegant decor and comfortable rooms. I especially appreciated the customer service, Ms. Tracy, who helped me plan some great excursions around the area.",
Tegan,Vương Quốc Anh,10,"Astoria is located in a very beautiful part of the Old Quarter, near many tourist spots. The staff is very attentive and friendly.",
Francisco,Mỹ,10,The location of Astoria Hotel is extremely convenient for visiting the Old Quarter and famous tourist destinations.,
Cameron,Úc,10,"Everything was great, from the room to the staff’s warmth",
Lilian,Úc,10,"From the rooms to the service, everything is excellent, and the location is just a short walk to St. Joseph’s Cathedral.",
Kathryn,Mỹ,10,"The room was spacious, clean, and quiet. The hotel is located in the Old Quarter, which is easy to explore.",
Aaliyah,Vương Quốc Anh,10,"The rooms are beautiful and clean, and it's very close to famous tourist attractions. The staff is friendly and offers excellent support",
Isobel,Vương Quốc Anh,10,"The room was comfortable and quiet, the staff is very professional, and the hotel’s location couldn’t be better",
Michael,Mỹ,10,"Astoria Hotel is the ideal place to explore Hanoi. The rooms are clean, and I always feel comfortable when I return to the hotel.",
Benjamin,Mỹ,10,"Great location in old Hanoi quarter, walking distance to most sites and activities, street room but very quite well soundproof, staff supporting and arranging on time transfer from and to airport.",
Jonathan,Úc,10,"The staff were super helpful and shared information , also gave us a map of the local area. The hotel was clean and modern. the room was cozy and comfortable, good shower and bathroom area too. We also used the laundry service, we had it back the same day",
Avent,Mỹ,10,The staff were very helpful and friendly throughout our stay. The bed was exceptionally comfortable. And the location allows you to explore on foot and there are a great many many restaurants close by not to mention coffee shops and cafes every few steps.,
Taylah,Úc,10,"The space was very clean, the location was perfect, the staff went above and beyond to ensure I was comfortable and had a memorable time. They made recommendations of activities to do, anticipating my needs even before my arrival, this one thing sets property apart from my numerous experiences around the world",
William,Úc,10,This is a lovely hotel in the heart of Hanoi. We spent 2 days and it was a great experience. The rooms are very comfortable and clean. Receptionist were lovely-friendly and helpful!! Thank you Hanoi Astoria for a great stay! Would stay here again if in Hanoi.,
Caleb,Úc,10,"We absolutely loved our stay at the hotel. It’s in a great location in the Old Quarter - in the middle of everything but on the quieter side, farther away from Beer street, which is a good thing in our opinion. The room was spacious, well-appointed, and had one of the most comfortable beds we’ve slept on since being in Asia for 4 months. Also, great shower with hot water and the staff is lovely",
Robert,Mỹ,10,"Super comfortable and incredibly friendly staff. Had a lovely stay before our Ha along Bay cruise, This was a perfect location for our stay in Hanoi. The room was spacious and had a great balcony. Hanoi is a busy and noisy city but the room was remarkably quiet. The staff was helpful and very friendly",
Aaliyah,Vương Quốc Anh,10,We used this hotel as a base for our travels around Northern Vietnam. We stayed here on 4 separate occasions. It's in a great location and was very comfortable and spotlessly clean. The staff were very friendly and helpful. We were able to leave our luggage here while we were travelling. They also provided a very good laundry service.,
Natalie,Úc,10,Amazing central location close to everything in the old quarter. The staff is attentive and helpful. We reserved 2 different rooms as we stayed in 2 separate occasions and they were both great!,
Jeffery,Mỹ,10,"The room was great, and breakfast was good, but the staff made the experience. They were so helpful, and the manager went above and beyond. I also recommend the airport transfer for about $18—it’s a much easier and safer option than dealing with fake taxis or the long bus ride.",
Amy,Mỹ,10,"I don’t usually write reviews, but this hotel really impressed me for the price. The location is perfect, just a short walk from the lake, and the hotel is beautiful.",
Majella,Úc,10,Lovely place to stay and very quiet. Staff were amazing.,
Hamish,Úc,10,"I was really impressed with all the services and the hotel staff. What stood out the most for me were the goodnight wishes along with little surprises hung outside the room door. Though they were small details, they left a lasting impression on me",
Noah,Úc,10,"This hotel has a great location in the Old Quarter, good food options, and helpful staff. It's a convenient choice for staying in the heart of Hanoi with easy access to nearby attractions.",
Cherise,Mỹ,10,"The service is great, and the rooms are beautifully designed. The staff are super friendly and made my stay memorable. I really loved the modern style and the excellent amenities.",
Audrey,Úc,10,"The staff is incredible. They reached out to me as soon as I booked the hotel. The staff member was very helpful, answering all my questions with enthusiasm. She was truly amazing, checking in with us daily to make sure we had everything we needed.",
Liam,Vương Quốc Anh,10,,"I researched the hotel online and the reviews were accurate. The hotel is great, with beautiful rooms, friendly staff, and a fantastic rooftop bar. The breakfast is delicious, and it's in a perfect location in Hanoi's Old Quarter."
Harrison,Vương Quốc Anh,10,"This is our third time booking a stay at this hotel. One of the main reasons we love choosing this hotel is their excellent customer service. In addition to the attentive, meticulous, and polite care for guests, the rooms and dining experience far exceed those of many other 4-5-star hotels.",
Luke,Vương Quốc Anh,10,"We needed a hotel in the city center for easy access to transportation and sightseeing, so my friends and I chose to stay here for 2 days. The room and the space were quite comfortable, and especially, the atmosphere here was friendly.",
Finley,Vương Quốc Anh,10,"This hotel is in a great location, close to attractions and restaurants. The rooms are comfortable with large beds. The staff was helpful, even arranging a last-minute taxi for us.",
John,Mỹ,10,"During my trip, the hotel in the Old Quarter was conveniently located. The staff was polite and attentive, and the room was spacious.",
Andrew,Vương Quốc Anh,10,"The staff was friendly, offering great food recommendations, and every dish was delicious. The Wi-Fi was strong, and the hot water for showers was perfect!",
Tyler,Mỹ,10,Just off the main tourist area so much quieter and calmer than many hotels. Staff are super friendly and helpful. Definitely worth the money you pay.,
Isabella,Úc,10,"Lovely affordable hotel in the heart of Hanoi, only a short walk away from the bustling Hoan Kiem lake area",
Gobinda,Nepal,10,"The rooms were as described.The staffs were specially very friendly.i checked in at 3 am with may wife and my daughter ,and the receptionist just welcomed us with a whole heart .I loved the staffs behaviour as a whole .I booked 2 tour packages and the airport pickup and drip off too which went quite well. I would recommend every body to this hotel .will come again .",Nothing I dislike
Mariam,Úc,10,"I stayed at the hotel with my family for one night, but I wished I could stay longer. The staff were very friendly and helpful. The hotel is conveniently located near entertainment and dining areas, as well as the city center. The staff went above and beyond, always assisting guests with calling taxis and Grab rides whenever needed.",
Gracie,Vương Quốc Anh,10,"Firstly, the staff was extremely supportive when I had arrived late at night in Hanoi. They helped me throughout the time till I reached the hotel as my cab driver kept asking me questions and he didn’t speak English. The location is absolutely spot on to move around freely.",
Liam,Vương Quốc Anh,10,"The staff are so kind, polite, they are always in smiles and constantly greets us. They have free unlimited tea and coffee. Perfect customer service! The room was clean. They have hair blower, shaver, q-tips, toothbrush, complete toiletries, they have bidet, hot and cold shower, no city noise at all.",
Patrick,Úc,10,"The room was clean, beautiful, and luxurious. The front desk and staff were friendly and helpful. The atmosphere was peaceful, with convenient access to the main roads. There are many attractions nearby, and Hoan Kiem Lake is close.",
Youngran,Hàn Quốc,10,"호안끼엠 호수 근처, 성 요셉성당 바로 옆이라 위치가 아주 좋아요. 완전 여행자거리 느낌이 나는 골목안에 위치해 있는데 주변에 맛있는 식당도 많고 쇼핑할 수 있는 예쁜 상점도 많았어요. 저희는 사파가는 슬리핑버스랑 닌빈투어를 이곳에서 예약했는데요. 아주 편리했고 또 금방 금방 답장을 해주셔서 좋았어요. 닌빈투어후 샤워도 하고 슬리핑버스를 탈 수있게 편의도 봐주었습니다.",별로 없어요
Soren,Pháp,10,"Le balcon était un atout majeur. L'hôtel est idéalement situé, avec de nombreux magasins et cafés à quelques pas ! L'hôtel propose également un service de location de vélos et de motos.",
Atso,Pháp,10,"Le personnel est formidable et serviable, toujours prêt à répondre à nos questions et à nous donner de précieux conseils sur les activités et les endroits à visiter ! L'hôtel est très propre et reposant.",
Alaine,Pháp,10,Il est tout près du restaurant Michelin Bun Cha Dac Kim et tout le reste est accessible à pied. La chambre est assez grande pour nous quatre avec des bagages de taille moyenne.,
Marsilius,Pháp,10,"Le personnel est sympathique et serviable. Vous pouvez réserver des excursions à la réception, avec des offres intéressantes et un accompagnement personnalisé. J'ai réservé le combiné Ha Long-Ninh Binh avec la réceptionniste, ce qui était vraiment bien.",
Francoise,Pháp,10,Emplacement parfait très bon accueil et service impeccable la réservation du taxi pour l’aéroport est impeccable merci beaucoup votre stagiaire est très gentil et attentionné je la remercie pour tout je recommande vivement cet établissement,
Cerise,Pháp,10,"L'équipe de direction est particulièrement attentive et soucieuse de l'expérience client tout au long du séjour. À chaque demande particulière, ils ont répondu rapidement et m'ont apporté une aide incroyablement efficace. C'est sans aucun doute grâce au professionnalisme et au dévouement de cette équipe que j'ai passé des vacances agréables et réussies. C'est un atout majeur que j'apprécie énormément et je continuerai à choisir Astoria pour mes prochains voyages.",
Schreurs,Hà Lan,9,Personeel was zeer vriendelijk en gastvrij. Zelf voor aankomst regelden ze al van alles ( trips voor een zeer goede prijs) voor ons. Locatie in het oude centrum geweldig,Balkon erg klein
Alaine,Pháp,10,J'ai tellement aimé cet hôtel que je l'ai réservé pour mon ami aussi. La chambre était confortable et calme.,
Scoville,Pháp,10,L'emplacement est très pratique et l'hôtel prête attention à chaque détail pour assurer le confort des clients.,
Alaine,Pháp,10,Je suis très impressionné par l'attention et le professionnalisme du personnel d'Astoria. L'hôtel est idéalement situé et les chambres sont très confortables,
Soren,Pháp,10,"Très bien situé en plein vieux quartier, tout est accessible à pied - ce que j'adore parce que je préfère me promener pour explorer la ville. Bon endroit où séjourner si vous recherchez un excellent emplacement et un personnel sympathique - le personnel a même proposé de m'aider à me débarrasser.",
Sophie,Pháp,10,Nous avons été très satisfaits du service. Les sélections de plats sont bonnes. L'emplacement est au coeur du vieux quartier. Les restaurants sont nombreux à proximité. Un super hôtel pour le prix!,
Claude,Pháp,10,Personnel très sympathique et disponible pour nous conseiller et obtenir des tickets d'avion et réserver un taxi,
Étienne,Pháp,10,"Dès l'instant où nous avons franchi la porte et avons été accueillis par le personnel le plus sympathique, cela a donné le ton à notre séjour. Tala à la réception n'aurait pas pu être plus utile pour s'occuper de nous et organiser notre excursion d'une journée à Ninh Binh. Notre chambre était vraiment belle, confortable et propre. Après notre séjour, nous avons fait une croisière de 2 nuits dans la baie d'Ha Long et nous avons pu laisser nos grosses valises derrière nous et les récupérer à notre retour à Hanoi.",
Orendi,Đức,8,"Personal war sehr hilfreich. Hat das Taxi zum Flughafen etc. Organisiert!
Das Deluxe-Zimmer ist sehr einfach eingerichtet. Die Zimmergröße ist super. Das Zimmer ist etwas in die Jahre gekommen, jedoch sauber.",
Atso,Pháp,10,"Personnel très sympathique, communique par téléphone avant mon arrivée. Donnez beaucoup de recommandations pour la nourriture locale et les transports.",
Laila,Pháp,10,Notre vol est arrivé extrêmement tard et ils nous ont attendu pour nous enregistrer vers 3 heures du matin. A pu coordonner les trajets et l'échange d'argent très facilement à un bon taux. Nous avons rendu nos voyages tellement plus faciles!,
Roope,Pháp,10,"La chambre était belle, bien équipée, propre et bien aménagée sans se sentir à l'étroit. L'hôtel est niché dans une ruelle, donc c'est paisible, tout en étant proche de la route principale, ce qui le rend pratique pour se déplacer.",
Audrey,New Caledonia,5,C’est placé proche de la cathédrale. La navette aéroport était simple à organiser.,"À l’arrivée on m’a dit que j’ai été surclassé dans une chambre plus grande, on me donne les clés et on m’a demandé d’annuler ma réservation sur booking. C’est la première fois de ma vie qu’on me demande d’annuler ma réservation. Je ne prend pas ce risque et j’ai refusé. Arrivée dans la chambre c’était bien la taille que j’avais réservé mais en bien plus vieux. Cela ne me dérange pas que cela soit plus vieux car c’est propre. Mais cela crée une ambiance négative de me mentir et c’était mon premier jour. Heureusement tous les autres hôtels de mon séjour ne m’ont jamais redemandé d’annuler donc cela n’est pas une pratique du Vietnam mais de l’hôtel."
Xuan,Việt Nam,10,"Phòng sạch sẽ, nhân viên thân thiện và nhiệt tình, vị trí trung tâm và thuân tiện cho ăn uống và vui chơi.",
Hiếu,Việt Nam,8,Trung tâm,Đường phố chật
Tuan,Vương Quốc Anh,10,rất tốt và nhân viên khách sạn thì rất lịch sự và niềm nở,
Thi,Hồng Kông,9,"Vị trí thuận tiện , nhân viên rất chu đáo và nhiệt tình 😊",
Phi,Úc,10,"Nhân viên dễ thương,, chu đáo và nhiệt tình",
Anh,Việt Nam,10,"Thân thiện , sạch sẽ",
Nguyễn,Việt Nam,10,"Khách sạn nằm ngay trung tâm thuận lợi cho việc đi lại, nhân viên thân thiện",
Lisa,Mỹ,10,"The location is quite close to the Hoan Kiem Lake. We stayed 3 separate times during our time in Northern Vietnam, using it as a home base for overnight excursions to Sapa and Ha Long Bay. The staff was friendly, welcoming, and helpful.  We were surprised that our room was ready when we arrived to drop off our bags at 10am.  We were able to arrange transportation from the airport to the hotel and I recommend this. The rooftop bar was nice, and breakfast had made to order eggs as well as traditional Vietnamese breakfast foods.","It takes a bit to get used to walking in the neighborhood, with all  the cars, scooters and motorbikes. The sidewalks in the area are used for parking the scooters/motorbikes and often you have to walk in the street with all the traffic.  Crossing the road, takes practice and patience and bravery. We found walking at a steady pace across the street helps the traffic judge how to avoid you. It gets easier and more comfortable with time."
Michelle,Úc,10,"Excellent location in a quiet street 50m from the action. Perfect. Standout were the staff, Tommy and the 2 women on reception were so friendly and so helpful. We rate them 10/10. Comfy bed, good shower., really nice extensive breakfast.",No negatives at all
Charlie-maree,Úc,8,The rooms were clean and the location was amazing. The rooftop bar also has really nice and affordable cocktails.,"Our only issue is that we wouldn't recommend the breakfast if you have dietary requirements- we were travelling with a celiac and the staff at the breakfast had no idea what was gluten free (when we asked, the chef pointed to the bread and pastries and said she was able to eat that). Apart from that though, we had a great stay!"
Jane,Vương Quốc Anh,8,Friendliness of staff,Room was a bit cramped
Britty,Úc,10,"Beautiful facilities, lovely room, friendly staff, loved the rooftop bar and the happy hour!",Nothing
David,Vương Quốc Anh,9,"Great rooftop bar with stunning views - we went up around sunset so check that out.

Got there early and they upgraded us to a room that was ready sooner. 

Really good breakfast - eggs cooked on demand. 

When we left we received a little gift which was a lovely touch",Bed firm but personal preference
Ashman,Vương Quốc Anh,10,"We picked the Sunline Central hotel because of its location and from reading the reviews. We have to say it didn't disappoint. The location in the heart of the old quarter close to the lake was brilliant as it meant we could walk to most places. Coffee shops and restaurants are also very close by. The room was lovely and well presented, and the bed was super comfortable. It was also very quiet considering it's central location. The breakfast was exceptional. Lots to choose from for all. From continental, western, and asian tastes, there is something for everyone. With different dishes each day. All the staff are extremely friendly and will try their best to make sure your stay is the best it can be. We stayed for seven nights, and we can't recommend the Sunline Central highly enough and wouldn't hesitate to stay there again if we ever come back to Hanoi. Don't miss out on a lovely experience.",We don't think there was anything we didn't like. It's an exceptional hotel in an exceptional location with exceptional staff.
Chloe,Úc,10,"Clean, good location, quiet street, close to markets & spas and lots of food around.",Nothing
Didik,Indonesia,9,"- Location
- Cleanliness
- Staff hospitality
- Value fir money",- none
Pascoe,Hồng Kông,10,"Great location, staff were amazing and helpful",Make checking the safe is reset part of cleaning up after checkout.
Elizabeth,Canada,10,Favourite part was the rooftop bar. So peaceful and the bartender was beyond fabulous.,Nothing
Ozlem,Thổ Nhĩ Kỳ,9,Great location! The rooms are very comfortable and spacious. We really enjoyed our stay.,
Caroline,Úc,9,"The hotel was located in a very central spot, very quiet cul-de-sac but with all of the action a short walk away. It is situated close to the lake and has a great view from the roof top bar.","No issues at all, everything was great."
