Name,Country,Rating,Pos_Review,Neg_Review
Thương,Việt Nam,10.0,"Vị trí quá tiện, đi bộ vài bước là tới khu ăn uống, mua sắm liền.",
Thu,Việt Nam,10.0,"Mình bất ngờ vì dịch vụ tốt hơn mong đợi. Lễ tân hỗ trợ tận tình, dắt ra tận xe luôn ấy. Điểm cộng to đùng là phòng vệ sinh sạch bóng, thơm mùi sả dễ chịu.",
Phan,Việt Nam,10.0,"“Phòng sạch, nhân viên dễ thương cực kỳ luôn! Mình đến sớm hơn giờ check-in mà các bạn vẫn nhiệt tình sắp xếp cho nhận phòng sớm. Vị trí đi lại cũng tiện, gần nhiều quán ăn.”",
Tran,Việt Nam,10.0,,"Nhân viên nói chuyện nhẹ nhàng, lịch sự, khiến mình thấy như đang ở nhà người quen."
Duy,Việt Nam,10.0,"Phòng ấm cúng, không gian riêng tư, nhân viên tận tình.",
Vu,Việt Nam,10.0,"Phòng sạch, có tủ lạnh mini và nước nóng chạy ổn. Gửi xe free, có thang máy.",Không có
Thi,Việt Nam,1.0,"Khách sạn khác hẳn trong hình, cả bên ngoài và bên trong. Biển hiệu còn ko có tên ksan. Bẩn, hôi, trải nghiệm rất tệ",
Anh,Việt Nam,10.0,Phòng đẹp đáng giá tiền.,Khách sạn này đã đổi tên và bảng hiệu khác với trên booking. Số nhà cũng xe dịch. Hãy liên hệ khách sạn trước để dễ kiếm địa điểm
Mai,Việt Nam,10.0,"Khách sạn rất chú trọng đến việc giữ gìn vệ sinh, từ phòng ốc đến khu vực công cộng đều rất sạch sẽ.",
Ong,Việt Nam,10.0,có thể sẽ quay lại vào dịp sau,
Ong,Việt Nam,10.0,"le tan nhiet tinh, hoi on vao ban dem",
Minh,Việt Nam,1.0,Gần trung tâm,"Khách sạn không giống với trên booking về mọi mặt. Không đúng tên của khách sạn, không đúng địa chỉ của khách sạn, phòng cũ, thang máy cũ, không sạch sẽ. Quy định 14h nhận phòng nhưng 15h vẫn chưa có phòng để nhận nhưng khách sạn cũng không báo lại gì, phải tự mình điện thoại hỏi. Tối để xe trước khách sạn thì bị mất đồ và không có bảo vệ trông."
Tran,Việt Nam,10.0,"thuận tiện vị trí ngay trung tâm, dễ là địa điểm staylocation vì thoải mái",
Kaya,Úc,9.0,The room was clean and the location was great for exploring the city.,We could hear street traffic and people outside until late.
Kimber,Áo,9.0,"From check-in to check-out, everything was smooth, no minus points.",
Andres,Áo,9.0,"Meeting the staff is a joy, everyone is warm and enthusiastic.",
Buibinh,Việt Nam,9.0,"It was such a small thing, but being greeted by name each morning made my stay extra special.",
Barnhart,Mỹ,9.0,"Fast Wi-Fi, strong air conditioning, and a comfortable bed made it a perfect spot for my quick work trip. Highly recommend!",
Chin,Mỹ,9.0,"Cozy atmosphere, room wasn’t huge but very comfortable. Excellent location near Ben Thanh Market.",
Lisa,Đức,9.0,"Check-in was fast and friendly, though the receptionist seemed a little distracted.",
Hamilton,Mỹ,9.0,"The AC cooled the room quickly and stayed consistent—perfect for hot days. The remote needed new batteries, though.",
Berry,Mỹ,9.0,The water pressure in the shower was excellent—better than most 4-star hotels! The hot water took a minute to kick in though.,
Arabella,Quần đảo Virgin thuộc Anh,9.0,Really felt like a hidden gem.,
Baldwin,New Zealand,9.0,"Great location, close to everything.",
Glenn,Mỹ,9.0,Easy walk to attractions. Breakfast and gym were convenient. AC made a light hum at night,
Lê,Việt Nam,9.0,Spotless room and super comfy bed. Loved it!,nothing
Gregory,Vương Quốc Anh,7.0,The room was very good for the price. The staff amazing. Location very good.,The hotels name wasn't as listed it was Matterhorn hotel.   There was no good explanation of why this was.
Aisha,Đông Timor,9.0,"Quick check-in, clean room, nice decor. Convenient to go anywhere.",
Orborne,Đông Timor,9.0,"Great experience! Clean room, extremely professional and friendly staff. Quiet space, suitable for relaxation.",
Lourdes,Vương Quốc Anh,9.0,Perfect spot to explore the city. Everyone was so welcoming!,
Unal,Vương Quốc Anh,9.0,"The room was spotless and well-equipped. I had a peaceful, comfortable night and would definitely come back.",
Johnson,Vương Quốc Anh,9.0,I loved how clean the hotel was. The team was welcoming and it’s just a short walk to the city center,
Jan,Úc,9.0,The hotel is perfectly located near the city center.,
Cameron,Vương Quốc Anh,9.0,Everything I needed was nearby. The room was spotless.,
Akgul,Mỹ,9.0,"The views from the rooftop were absolutely stunning, especially at sunset.",nothing
Kilic,Mỹ,9.0,Great variety at the breakfast buffet. Everything was fresh and well-prepared.,nothing
Guzel,Vương Quốc Anh,9.0,The location made it so easy to explore the city on foot. We barely needed a taxi.,
Karaaslan,Greenland,9.0,"Akimi pitsaasoq, pitsaassusaanut sanilliullugu assut pitsaasuuvoq. Hotelip eqqaani neriniartarfippassuit, naleqquttoq.",Højgul wifi ilaatigut nukillaangavoq
Ravetz,Mỹ,9.0,"Everything I needed was there – clean bed, hot shower, good AC. Great value.",
Larissa,New Zealand,9.0,The atmosphere was calm and peaceful and the room had a lovely view of the city.,"However,  the room was a bit outdated."
Lee,Vương Quốc Anh,9.0,Housekeeping was prompt and kept the room spotless every day,
Michael,Thái Lan,7.0,"It was fine 
No anti slip mat in the shower - dangerous",
Dianne,Vương Quốc Anh,9.0,"Check-in was smooth and quick, and we felt welcomed right away.",
Liles,Mỹ,9.0,Lovely staff and a comfy room made our stay in District 1 super chill. Breakfast was simple but satisfying.,
Nergis,Úc,9.0,"Everything was perfect — clean room, great service, and peaceful vibes.",
Hà,Việt Nam,9.0,My friends and I noticed the soft background music in the hallways—it made everything feel so relaxing.,
Ayse,Úc,9.0,"I stayed long-term, so I really liked having a laundry area on-site. Saved me so much time and money.",
Chloe,Mỹ,8.0,"Our room was peaceful and quiet – a great escape from city buzz. Soundproofing is decent, though not perfect.",
Tooley,Mỹ,9.0,"The hotel was clean and comfortable, with very welcoming staff. The location made it easy to explore the city. The room was a bit small, but still cozy and well-equipped.",
Zoe,Mỹ,8.0,"The place had such a lovely and calm vibe. Slight scent of cleaning product lingered, but nothing overwhelming.",
Amelia,Mỹ,9.0,"Fantastic location, just steps away from everything. Only downside: the surrounding streets can get busy during rush hour.",
Ava,Mỹ,8.0,"Loved the modern decor and cozy bed. It could use a little more storage space, especially for longer stays.",
Isabella,Mỹ,8.0,"Wi-Fi was strong and stable, perfect for working remotely. Thin walls made it easy to hear hallway noise, though.",
Madison,Mỹ,8.0,Beautiful design and cozy ambiance. Might not suit those looking for luxury extras.,
Sophia,Mỹ,9.0,Room was clean and tidy but a little bit small due to me.,
Barışan,Pakistan,9.0,رومینٹک قیام کے لیے بہترین جگہ! کمرہ خوبصورتی سے سجایا گیا تھا اور پرائیویسی کا خیال رکھا گیا۔ صرف روشنی تھوڑی مدھم تھی، ورنہ سب کچھ مکمل طور پر بہترین تھا۔,
Phillips,Úc,9.0,A peaceful retreat from the hustle and bustle of the city.,
Green,Vương Quốc Anh,9.0,The hotel space is very comfortable and cozy. The staff is very professional and dedicated.,Wifi is a bit weak in some areas
Perez,Úc,9.0,Everyone was helpful and made us feel welcome.,
Susana,Brazil,8.0,"The location is great, district 1, close to everything. 
The room we got was very good, big we did upgraded to to family room with an additional fee, comfortable, good view, balcony and clean. The original we got had a small window and a building blocking the air and any view at all.
Staff very friendly.","The breakfast and breakfast restaurant. 
The breakfast was very very poor, not enough to meet the stomach, very small variety of food, very disappointed. The food was not refrigerated such as the orange juice, the milk, the fruits, the small salad so it was hot and not tasty....
Although its location has a great view, the chairs were not comfortable, the tables too high.
Some of the pictures on booking.com are nothing like the hotel such as the picture of the restaurant, a terrace surrounded by a garden . No such thing.
I showed it to one of the staff, and she was surprised by them.
The lighting in the bathroom was very poor."
Jennifer,Đài Loan,9.0,"The location was fantastic, and I was able to easily access many popular attractions in the area.",
Martinez,Úc,7.0,"The staff was friendly and helpful. The hotel’s decor is beautiful, and the atmosphere is welcoming.",The room was a bit smaller than expected.
Hill,Vương Quốc Anh,9.0,Great location for shopping and sightseeing.,
Eylen,Maldives,9.0,އެ ހޮޓަލުގައި ވަރަށް ރަނގަޅު ހިދުމަތާއި ފޯރިގަދަ މުވައްޒަފުންނާއި ވަރަށް އަރާމު ކޮޓަރިތަކެއް ހުރެ އެވެ.,ސާފުކުރުމުގެ ހިދުމަތަކީ އެއްގޮތަކަށް ވެސް ނުހިނގާ ޚިދުމަތެކެވެ. ބައެއް ދުވަސް ދުވަހު އަހަރެންނަށް ފެނުނީ ކޮޓަރީގެ ފަރުނީޗަރު ބަދަލު ނުކުރާތަނެވެ.
Ethan,Mỹ,8.0,It’s a perfect choice for those looking to explore the city while enjoying a comfortable and convenient stay,
Emily,Mỹ,8.0,"The room was clean, spacious, and well-equipped, offering a comfortable and relaxing environment.",
Krystal,Đức,8.0,"I had a great experience at this hotel. Great location, attentive staff, and very comfortable rooms.",
Iphigenia,Gambia,7.0,"Great stay overall, with a beautiful view and nice room. The only downside was the slow service at the restaurant during dinner.""",
Ellie,Gambia,9.0,"Lovely hotel with spacious rooms and good amenities. Unfortunately, the breakfast was a bit disappointing, with limited options",
Daisy,Gambia,8.0,"Perfect location, with easy access to attractions. The only downside was the noise from the hallway, which disturbed my sleep",
Jennifer,Gambia,9.0,"Excellent service and great facilities, but the breakfast selection wasn’t as varied as expected. Overall, a pleasant experience.",
Anagha,Gambia,9.0,"Great location, clean rooms, and friendly staff.","However, check-in took longer than expected, and the food could be improved"
Olivia,Mỹ,9.0,"Very pleasant experience. The room was comfortable, and the location was perfect for sightseeing. Would definitely stay again",
Tuấn,Việt Nam,9.0,"The hospitality at this hotel was outstanding! The staff was warm and welcoming, making sure I had everything I needed. The atmosphere was cozy and inviting, and the room was well-furnished. My only minor issue was that the bathroom was a bit small, but it was still clean and functional. Overall, a wonderful experience!",
White,Việt Nam,8.0,"The hotel exceeded my expectations in every way! The staff was extremely welcoming, and the room was beautifully decorated and very clean. The location was also ideal for exploring the city. The only minor issue was that the street outside could be a bit noisy at night. Other than that, it was a perfect stay!",
Linda,Nga,9.0,"I had a fantastic experience at this hotel. The staff was incredibly friendly, always smiling, and eager to assist with anything. The room was spotless, well-furnished, and the bed was very comfortable. The location was also perfect, making it easy to explore the city. The only minor issue was the soundproofing—it wasn’t great, so I could occasionally hear noises from the hallway. Overall, I still had a wonderful stay and would love to return!",
Gulsah,Mỹ,8.0,The hotel made me feel safe and comfortable while traveling alone. Excellent service and a great room,
Latisha,Mỹ,9.0,"I loved the charming atmosphere of the hotel. The staff were very accommodating, and the room was perfect.",
Synne,Malaysia,7.0,"The hotel looks prettier on pictures than it is in real life. That being said, it’s comfortable and clean. It’s also good value for money. Most rooms does not have a window which also makes the room smell musty. I was lucky to upgrade to a window room. Would not stay there if no window!",
Koc,Mỹ,9.0,"Perfect spot for a weekend getaway! The room was great, and the service was on point.",
Gunes,Mỹ,9.0,"The bed was amazing, and the room had all the comforts of home. I slept like a baby!",
Kandemir,Pakistan,9.0,خوبصورت ماحول، عملہ دوستانہ، اور ناشتہ مزیدار تھا۔ کاش جِم بھی ہوتا تو مزید مزہ آتا!,
Selin,Mỹ,9.0,"The hotel’s decor was beautiful, and the facilities were state-of-the-art. Very impressed with my stay.",
Hulya,Mỹ,8.0,lovely hotel offering great service and clean rooms at a reasonable price. Would return!,
Unal,Úc,9.0,"The rooms are fully equipped with technology, the internet connection is very stable. The staff is friendly and enthusiastic.",But the quality of breakfast is limited.
Jaden,Úc,9.0,Super welcoming staff and comfy beds.,The only downside? The WiFi was a bit spotty in my room.
Oana-mihaela,Romania,8.0,"In District 1  close to everything, clean enough.Usually in Vietnam cleaning is not done as in Europe hotels, but is cleaner that other hotels from Vietnam","You will find the hotel on the street by the name of Matterhorn Inn Hotel and not Grand Horn Inn. Breakfast is a joke.
You will hear everytime someone opens a door from your floor, the floor above and bellow.Tried to close it slowly but it does an infernal noise( and if you will be “lucky” enough to have neighboors that close the door 50 times in 30 mins at 1am(because the people don’t care and they think they are the only ones there) it will be a nightmare.
Also the rooms are similar with the pictures(the images are from the project phase).
The terrace looks horror
And by the way, the bus to the airport is at 10 mins walk on street Tran Hung Dao(even if the reception staff says that they don’t know where it is) and it costs 20k inclusing the luggages( for 2 person,2 luggages).-it takes 30 mins to arrive at the airport"
Ross,Singapore,9.0,"The staff is friendly and helpful, providing excellent service throughout my stay.",
Michael,Mỹ,8.0,Nice location,
Taunya,Hàn Quốc,9.0,"Such a beautiful hotel with top-notch service. The atmosphere was cozy, and the location was perfect.",
Koc,Ấn Độ,9.0,"The staff made me feel like family, and the attention to detail was impressive. Will definitely return",
Turk,Ý,9.0,"Even though the hotel was centrally located, I couldn’t hear any street noise. I had the best sleep in a long time.",
Gok,Vương Quốc Anh,9.0,"Great location, clean rooms, and very helpful staff. Highly recommended",
Carter,Úc,9.0,"The hotel had a stunning interior, modern yet cozy. The ambiance was perfect for a relaxing stay.",
Allen,Afghanistan,9.0,"Had a fantastic stay at Grand Horn Inn SG Hotel! Excellent service, clean rooms, comfortable amenities, and great location. Highly recommend for a relaxing and enjoyable experience. Will definitely return!",
Demir,Mỹ,9.0,Beautiful decor and very comfortable atmosphere.,
Camgöz,Vương Quốc Anh,8.0,Very beautiful hotel with amazing guest services,
Menotti,Úc,9.0,"Friendly staff, comfortable room, and ideal location. Very happy with my stay!",
Martin,Úc,9.0,"Friendly staff, comfortable room, and ideal location. Very happy with my stay!",
Carter,Vương Quốc Anh,9.0,"Your staff deserves special mention as they were extremely helpful, courteous, and went out of their way to make me feel welcome. I also enjoyed the delicious meals served at the hotel’s restaurant.",Not really close to the center
Thomas,Úc,9.0,The hotel is modern and well-decorated and the bed was very comfortable.,"However, the Wi-Fi connection was quite slow."
Richardson,Mỹ,9.0,Great location and very clean rooms – everything you need for a great stay. The bed could be more comfortable.,
Clapham,Úc,9.0,"The hotel is located in a very convenient location, making it easy to travel to famous attractions in the city",
Willet,Úc,9.0,"Nice location, walking distant to famous market",uncomfortable bed
Gagnon,Úc,9.0,"Very clean and comfortable, with facilities like strong WiFi and air conditioning adding convenience.",None
Frederik,Áo,8.0,"Location, very friendly staff.",The mattress was not very comfortable.
Anthony,Mỹ,9.0,"The hotel has a modern, stylish feel with great facilities. The room was fantastic, but the bathroom could use some better lighting. Overall, a nice experience, but not perfect.",
Evans,Úc,9.0,The hotel had amazing facilities and the breakfast was delicious.,"The walls were quite thin, we could hear everything from the next room."
Margaret,Mỹ,9.0,"The hotel provides a great balance of comfort and style. The staff were very attentive, and the location is perfect for sightseeing. The elevator was a bit slow, but not a big problem.",
Mark,Mỹ,9.0,The hotel was very quiet and provided the perfect place to relax.,
Rivera,Mỹ,9.0,The bed was so comfortable. The view from our room was amazing,
Phillips,Mỹ,9.0,"I loved my stay here! The room was modern, clean, and had everything I needed. The hotel is close to shops and restaurants, which was super convenient. Even without a pool, it was a great experience.",
White,Mỹ,8.0,Very modern and well-decorated. The staff was always helpful.,Nothing
Nelson,Pháp,9.0,"The hotel has a beautiful design, very well-organized and comfortable.",The food at the restaurant could use a little more variety
Wilson,Mỹ,9.0,"The hotel is close to the city center, making it convenient for sightseeing. The room is clean and has all the necessary amenities.","Wi-Fi was a little slow, could use some improvement."
Hall,Mỹ,8.0,"The hotel had excellent business facilities, fast WiFi, and quiet spaces to work. However, there weren’t many activities for children, so it might not be the best option for families.",
Adams,Mỹ,8.0,"The hotel had a beautiful, modern design, and the overall ambiance was great. The rooms were very comfortable. The only downside was that the price was slightly higher compared to similar hotels in the area.",
Miller,Mỹ,9.0,"One of the cleanest hotels I’ve ever stayed in. The design was modern and elegant, and every detail was well thought out. A truly luxurious experience!",
Wilson,Mỹ,9.0,"Good service, friendly staff and a great location. The breakfast was delicious.",But the rooms were quite small for me.
Johnson,Vương Quốc Anh,8.0,Nice hotel with friendly staff and clean rooms.,"However, the Wi-Fi was a bit slow at times."
Drake,New Zealand,7.0,"Great central location, easy to get around. 24/7 reception and bell service were spot on, and the staff were friendly. Decent brekkie, but could use more hot options.
No pool was a bit of a letdown, and the parking spaces were pretty tight. Room was comfy but not the best soundproofing",
Jayce,Úc,8.0,"Amazing view but expensive
The view from the room was absolutely stunning! The rooftop bar was also a great place to relax. However, the prices for food and drinks were quite high compared to nearby options.",
Betty,Nga,9.0,"I enjoyed the comfortable room and excellent facilities. The bed was cozy, and everything was well-maintained. But the hotel is near a busy road, so it can get noisy at night. Light sleepers should be aware.",nothing
Maidik,Afghanistan,9.0,"Conveniently located near shopping malls, offers spacious rooms and good service. No pool or gym, but the city’s attractions are nearby.",
Nguyen,Việt Nam,9.0,"I spent a relaxing afternoon here, really enjoyed the fresh air and quiet. The breakfast at the hotel is also very rich with many delicious dishes from Asia to Europe.",Air conditioning at noon
Thai,Việt Nam,9.0,"This hotel not only has a great central location but also gives me a great experience in terms of service. The room is always clean and fully equipped, the staff is very friendly and enthusiastic, helping me to have a comfortable stay throughout.",Food takes a while
Zoe,Úc,9.0,"The hotel is fantastic, with its biggest advantage being the perfect location. It’s close to everything, making it very convenient for exploring the area. The rooms are clean and comfortable, and the service is good. A great choice for travelers who prioritize location!",No
Layla,Argentina,9.0,"Excellent hotel! Spacious and spotless rooms, friendly and attentive staff, and a delicious breakfast included. The location is convenient, and the atmosphere is warm and welcoming. A perfect place for a comfortable and enjoyable stay!",Nothing
Monica,Việt Nam,9.0,"“Wonderful hotel! Spotless rooms, friendly and attentive staff, and a tasty breakfast included. Great location and a pleasant stay!”",Nothing
Henry,Mỹ,8.0,"The location is fantastic, right in the heart of the city, with many restaurants, shops, and tourist attractions.","The Wi-Fi connection was quite slow, which made it difficult to work."
Gilbert,Vương Quốc Anh,8.0,"The room was clean and modern, with a very comfortable bed that made it easy to get a good night’s sleep.","However,  the check-in process took longer than I expected."
Blair,Mỹ,8.0,"Staff really nice and friendly
Lovely breakfast",
Jordan,Úc,8.0,The staff were courteous and went out of their way to make sure I was comfortable.,"However, the hotel could improve the elevators, as they were quite slow"
Ryan,Vương Quốc Anh,8.0,"The room was clean and cozy, and I enjoyed the location.","However, I felt that the hotel lacked entertainment options."
Callista,Hà Lan,8.0,The hotel was beautifully designed and the staff were very welcoming.,"Unfortunately, I found the bed to be too firm, and it wasn’t very comfortable for me."
Sam,Mỹ,7.0,Their customer service was outstanding and they truly made my stay memorable.,The breakfast service left something to be desired.
Mulling,New Zealand,10.0,"The hotel offers great value for money. Rooms were immaculately clean, and the staff was welcoming and helpful.",
Sarom,Campuchia,10.0,Staff and location,Simple and small hotel
Georgie,Úc,5.0,Location is decent & staff are nice enough,"Hotel name varies on site. Property is a bit old & run down. Uncomfortable bed & room got very hot through the day. Door lock/ frame was a bit busted. 

No garden courtyard as per images. Rooftop bar varies from images & was partially blocked by fridge when I went to have a look."
Dennis,Úc,10.0,"Good location, near the park so the atmosphere is healthy",
Baoh,New Zealand,10.0,Really enjoyed the service. Everything went smoothly.,
Earl,Ireland (Ai Len),10.0,Comfortable room and great customer service.,
Kerry,Úc,6.0,Staff nice but not effective. Small rooftop worth a look.,TV never worked. Room very dated.
Louis,Việt Nam,10.0,"Great location, close to major attractions",
Thuc,Việt Nam,1.0,,"This is a scam hotel. Please check the reviews on  Google Maps before you book. Please don’t trust the reviews on this site.

1. The signed name of the hotel is different from the name listed here, signaling a red flag.

2. Room was not clean.

3. Internet not working.

4. The water heating for bathrooms not working.

After one night I decided to check out and asked for a refund. They said they do not have a refund policy. I couldn’t stay in a bad hotel so I ended up losing the money.

I won’t ever use Booking.com again. I thought I can trust the information in here. I was wrong."
Paige,Vương Quốc Anh,10.0,"Friendly staff, perfect location – couldn’t ask for more!",
Francesca,Vương Quốc Anh,10.0,"The room was spacious, modern, and exceptionally clean. Every member of the staff was polite, helpful, and made us feel welcome from the moment we arrived. The bed was very comfortable, and I appreciated the daily housekeeping. Highly recommend!",
Woodruff,Mỹ,10.0,Lobby was clean and smelled pleasant. Adding a few more seats would help during check-out times.,
Carrie,Úc,5.0,Central location,The name of the hotel in person is different to the name advertised on booking.com which is very misleading
Noah,Mỹ,10.0,Breakfast was tasty with both local and international dishes. The room was clean but some furniture felt a bit old.,
Tryphena,Quần đảo Virgin thuộc Hoa Kỳ,10.0,"Classy service, feels very special care.",
Drusilla,Quần đảo Virgin thuộc Hoa Kỳ,10.0,"Great service, friendly staff and always support promptly.",
Phelan,Ecuador,10.0,"Every little detail in the room is carefully taken care of, showing the professionalism and dedication of the hotel.",
Riker,Mỹ,10.0,"Everyone I spoke to was polite and well-trained. There was one staff member who seemed shy, but still helpful.",
Coronado,Mỹ,10.0,"They gave great local tips, though they didn’t have a city map when I asked.",
Matthew,Việt Nam,10.0,The receptionist remembered my name and greeted me every morning — such a warm and thoughtful gesture.,
Koray,Áo,10.0,The receptionists greeted me with warm smiles and made check-in a breeze,
Lavesel,Quần đảo Virgin thuộc Anh,10.0,Wonderful experience! The staff were so friendly and helpful. I’ll definitely stay here again!,
Joanna,Quần đảo Virgin thuộc Hoa Kỳ,10.0,"From check-in to check-out, everything was perfect. Highly recommend this hotel",
Ricky,Việt Nam,10.0,"The staff made me feel so welcome. The hotel is beautiful, peaceful, and everything felt just right.",
Clarence,Ukraine,10.0,"The staff were always smiling and welcoming, and the room had a romantic vibe with a nice view of the city.",
Dean,Úc,10.0,"Clean, well-located, and great service. I got more than I expected!",
Janet,Mỹ,10.0,"Breakfast was fantastic – fresh, delicious, and with lots of options. I also tried the restaurant and the food was excellent.",
Davood,Iran,1.0,,"We stayed here for three nights. The rooms had insects, the breakfast was very poor, and the air conditioner was not working. I recommend not to stay at this hotel."
Ed,Vương Quốc Anh,5.0,"- Location is excellent - all the major sites are within walking distance 
- good value for money considering location","- Very hard to locate. The name of the hotel on booking.com is different to the name of the hotel and on maps. We went back and forth 3 times. Multiple other guests experienced the same.
- Aircon is weak and the room was never really cold enough. Big issue for HCMC 
- Floor was dirty- became evident how bad once we got out of the shower.
- Rooms are quite cramped and little room for bags
- We had to pay more on arrival as our room didn’t have a window.
- Staff quite unfriendly 
- central lobby dirty and hot 
- cheap hotel but wouldn’t recommend to friends or family"
Kimber,Mỹ,10.0,"The room was cozy, modern, and very clean. Slept like a baby!",
Attano,Vương Quốc Anh,10.0,Everything ran smoothly from check-in to check-out. The breakfast buffet had something for everyone. Highly recommend,
Lee,Uzbekistan,10.0,"The hotel was exactly what I needed — clean, quiet, and close to everything. Staff were responsive and check-out was quick.",
Keenan,Vương Quốc Anh,10.0,The front desk was extremely kind and made check-in a breeze. It felt like home from the start.,
Thomas,Mỹ,10.0,"As frequent travelers, we’ve stayed in many places—but this one really stood out. The cultural touches, the local recommendations from the concierge, and the authentic hospitality made it special.",
Karaaslan,Úc,10.0,Honestly one of the cleanest rooms I’ve stayed in lately.,
Jim,Vương Quốc Anh,3.0,Location was central.,"Staff made no effort to interact. The Hotel itself is actually got signage up calling it The Matterhorn, which made us wonder why they hide the real name. The smell of moth balls is very strong, we suspect that this smell hides worse, damp or such. It was not made clear to us in the booking.vom that our room had no window, then you are given the opportunity to upgrade at a cost which we did. Strangely  enough we heard the next guests to check in have exactly the same conversation."
Claudia,Vương Quốc Anh,3.0,"Just the location, nothing else!","The photos on Booking.com seem AI-generated or heavily edited — the reality is completely different. The rooms were extremely dirty. Check-in was very slow due to multiple guests having issues with payment methods. The young woman at reception was alone with no support, and the manager ignored all my messages. After arriving, we checked Google reviews and found many similar complaints. Very disappointing experience!"
Hill,Vương Quốc Anh,10.0,"A small and cozy hotel, very clean. Close to the city center, easy to get around.",
Madison,Vương Quốc Anh,10.0,"Clean rooms, professional service, and great amenities. Everything I needed was taken care of quickly and smoothly.",
Dominic,Vương Quốc Anh,10.0,"I stayed here for a business trip and was very impressed. The Wi-Fi was fast, the room was quiet and comfortable, and the location made commuting easy.",
Oscar,Úc,10.0,The hotel offers great amenities and a delicious breakfast buffet. The staff were helpful and always had a smile. I couldn’t ask for more!,
Naomi,Vương Quốc Anh,10.0,"The room was spacious and beautifully decorated, the view was stunning, and the service was outstanding. A truly 5-star experience from start to finish.",
Karaaslan,Mỹ,10.0,Loved the decor and cozy atmosphere.,nothing
Ay,Mỹ,10.0,Staff were helpful and polite at all times,nothing
Carlee,Vương Quốc Anh,10.0,Amazing service and friendly staff – I’ll choose this hotel again for sure,
Giang,Việt Nam,10.0,"The room was clean, spacious, and well-designed. Bed was comfortable, and everything was in good condition.
Staff were friendly, professional, and very helpful throughout the stay.
Great location — close to everything but still quiet at night.
Would definitely stay here again!",
Diermeier,Vương Quốc Anh,10.0,"Shops, restaurants, and sights just steps away. So convenient!",
Alexandria,Úc,10.0,Very convenient for exploring the city. The room was small but clean and comfortable. Staff were welcoming and helpful during the whole stay.,
Kurt,Mỹ,10.0,"It felt very safe and secure, which made traveling alone a lot more comfortable.",nothing
Yildirim,Mỹ,10.0,The atmosphere was calm and inviting. Great place to unwind after a long day.,nothing
Toprak,Vương Quốc Anh,10.0,"Honestly, one of the best-located hotels I’ve ever stayed at. So practical and well-connected.",
Paulette,Pháp,10.0,"From the moment I walked in, I felt welcomed. The lobby was clean and inviting, and check-in was fast and easy.",
Mark,Mỹ,10.0,The staff went above and beyond to make sure we were comfortable. Truly impressed!,
Dennis,Úc,10.0,"Didn’t expect much but ended up liking it. Room had everything I needed, and the vibe was laid-back. Good value overall.",
Eve,Úc,10.0,"Safe, clean, and the staff made me feel right at home",
Caitlyn,Úc,10.0,Breakfast had a lot of variety and everything tasted fresh,
Roxana,Vương Quốc Anh,5.0,"Let's just say they have done a great job at taking photos of this place. There must be some Photoshop involved. Plus the sign at the front says Matterhorn. It is not called as advertised!! Plus one particular unhelpful, overwhelmed receptionist made the stay interesting. We had the shower flooding in our room, spent 30 minutes at reception trying to explain and translating the issue for her, just to be reassured someone is coming in 30 minutes. No one did, we had to clear the dirt scum that was blocking the drain. Therefore fixing it ourselves in the end. Great location to be fair, but so are so many other hotels in district 1. Super basic breakfast. The rate when there seemed to be lower than what we paid through booking.com. I wouldn't recommend this hotel.",
Scarlett,Vương Quốc Anh,10.0,"My partner and I enjoyed every moment of our stay. The room was cozy and nicely decorated, and the view from our balcony was beautiful.",
Yildiz,Mỹ,10.0,"The staff were friendly, helpful and spoke good English.",
Aline,United Arab Emirates (Các Tiểu Vương Quốc Ả Rập Thống Nhất),1.0,,"My stay was very disappointing. The pictures on the booking site showed a beautiful place, but the reality was completely different. The room was very small, the sink was filled with water, and the next day, the bathroom floor was flooded. I had to clean up the mess myself because the cleaners had already left. Communication with the receptionist was impossible, as she didn’t understand English. There were no mirrors in the room, and it was extremely hot inside."
Thibaut,Thái Lan,1.0,"This hotel does not exist, in fact it is Matterhorn Hotel, big surprise when i arrived, so be careful. Then my room had no windows to i had to pay extra to have a room with windows. Then AC did not work, so they gave me another room. FInaly the toilet was like a geyser when someone else upstairs was using its own. Therefore i had to put a towel on top to prevent the water to go everywhere... I am surprised booking allow them to book rooms, the hotel just does not exist. The staff is nice and try to accommodate, i guess they can not do much more.... management refused to cancel my booking.... AVOID AVOID AVOID.","fake hotel, wrong name, no AC, toilet problem... to avoid."
Luke,Vương Quốc Anh,10.0,Loved the natural light and big windows. Felt very fresh and open.,
Isabel,Úc,10.0,Not fancy but super clean and comfortable. Great for the price,
Francesca,Vương Quốc Anh,10.0,One of the best places I’ve stayed. Felt truly taken care of.,
Ryan,Úc,10.0,Staff were kind and always ready to help. 5 stars!,
